答题序号,来源,Q1,Q2,Q3|5|open,Q3|6|open,Q3|7|open,Q4,Q5,Q6|1,Q7|1,Q7|2,Q7|3,Q7|4,Q7|6,Q7|6|open,Q8|1,Q8|2,Q8|3,Q8|5,Q8|5|open,Q9|1,Q9|2,Q9|3,Q9|5,Q9|5|open,Q10,Q11|1,Q12|1,Q13|1,Q14|1,Q14|2,Q14|3,Q14|4,Q14|5,Q14|6,Q14|6|open,Q15|1,Q15|2,Q15|3,Q15|4,Q15|5,Q15|6,Q15|9,Q15|9|open,Q16|1,Q16|2,Q16|3,Q16|4,Q16|5,Q16|6,Q16|8,Q16|8|open,Q17|1,Q18|1,Q18|2,Q18|3,Q18|4,Q18|5,Q18|6,Q18|8,Q18|8|open,Q19|1,Q20|1,Q21,Q21|open,Q22|1,Q22|2,Q22|3,Q22|4,Q22|5,Q22|6,Q22|8,Q22|8|open,Q23|1,Q23|2,Q23|3,Q23|4,Q23|6,Q23|6|open,Q24|1,Q24|2,Q24|3,Q24|4,Q24|6,Q24|6|open,Q25|1,Q26|1,Q27,Q28,Q28|open,Q29|1,Q30|1,Q31|1,Q31|2,Q31|3,Q31|4,Q31|6,Q31|6|open,Q32|1,Q32|2,Q32|3,Q32|4,Q32|5,Q32|7,Q32|7|open,Q33|1,Q33|2,Q33|3,Q33|4,Q33|5,Q33|5|open,Q34|1,Q34|2,Q34|3,Q34|4,Q34|5,Q34|6,Q34|8,Q34|8|open,Q35|1,Q35|2,Q35|3,Q35|4,Q35|5,Q35|5|open,Q36|1,Q37|1,Q37|2,Q37|3,Q37|4,Q37|5,Q37|6,Q37|8,Q37|8|open,Q38|1,Q38|2,Q38|3,Q38|4,Q38|5,Q39,Q39|open,Q40|1,Q41|1,Q42,Q43|1,Q43|2,Q43|3,Q44|1,Q44|2,Q44|3,Q44|4,Q44|6,Q44|6|open,Q45,Q46|1,Q47|1,Q47|2,Q47|3,Q47|4,Q47|5,Q47|5|open,Q48|1,Q48|2,Q48|3,Q48|4,Q48|5,Q48|7,Q48|7|open,Q49,Q50|1,Q50|2,Q50|3,Q50|4,Q50|5,Q50|5|open,Q51|1,Q52|1,Q52|2,Q52|3,Q52|4,Q52|5,Q52|6,Q52|8,Q52|8|open,Q53|1,Q53|2,Q53|3,Q53|4,Q53|5,Q54|1,Q54|2,Q54|3,Q54|4,Q54|5,Q55|1,Q56|1,Q57|1,Q57|2,Q57|3,Q57|4,Q57|6,Q57|6|open,Q58|1,Q59|1,Q60,Q60|open,Q61|1,Q62|1,Q63|1,Q64,Q65|1,Q65|2,Q65|3,Q66|1,Q66|2,Q66|3,Q66|4,Q66|6,Q66|6|open,Q67,Q68|1,Q69|1,Q69|2,Q69|3,Q69|4,Q69|5,Q69|5|open,Q70|1,Q71|1,Q72,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
90,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,4.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,,2.0,3.0,2.0,,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 08:02:13,2023-04-14 08:07:17,5分4秒,福建省,,223.104.51.49,Chrome 98.0.4758.102,Android Linux 13
91,,2,2,福建省,福州市,鼓楼区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 08:15:06,2023-04-14 08:16:35,1分29秒,福建省,福州市,218.104.226.62,Unknown Browser,iPhone iOS 16.1.1
92,,2,2,新疆维吾尔自治区,乌鲁木齐市,新市区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 08:50:28,2023-04-14 08:52:22,1分54秒,福建省,福州市,218.106.157.122,Chrome 98.0.4758.102,Android Linux 11
93,,1,2,山东省,青岛市,市南区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,5.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,,2.0,5.0,3.0,,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 09:09:09,2023-04-14 09:12:37,3分28秒,山东省,济南市,223.104.194.206,Chrome 98.0.4758.102,Android Linux 11
94,,1,2,福建省,福州市,仓山区,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,纳入意识教育及宣传和试点性应用，纳入技术常规赛并鼓励大众参与，将其作为系统性工程的一重要环节，沟通上级加大处罚力并苛设标准度,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,,2.0,3.0,3.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 09:09:11,2023-04-14 09:23:46,14分35秒,福建省,,223.104.51.43,Chrome 98.0.4758.102,Android Linux 11
95,,2,2,福建省,莆田市,仙游县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,,3.0,3.0,2.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 09:27:00,2023-04-14 09:29:35,2分35秒,福建省,福州市,183.250.25.244,Chrome 98.0.4758.102,Android Linux 11
96,,1,2,北京市,北京城区,海淀区,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,3.0,1.0,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 09:42:42,2023-04-14 09:44:44,2分2秒,北京市,北京市,183.173.155.154,Chrome 86.0.4240.99,Android Linux Tablet NetType/WIFI Language/zh_CN ABI/arm64
97,,2,2,山东省,青岛市,市南区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 09:43:59,2023-04-14 09:44:55,0分56秒,广东省,珠海市,112.91.150.34,Chrome 107.0.5304.141,Android Linux 12
98,,2,2,福建省,莆田市,荔城区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 10:03:30,2023-04-14 10:04:34,1分4秒,福建省,福州市,218.106.157.116,Chrome 98.0.4758.102,Android Linux 12
99,,2,2,广西壮族自治区,桂林市,七星区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,3.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,3.0,5.0,2.0,,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 10:04:17,2023-04-14 10:07:01,2分44秒,福建省,,223.104.51.56,Safari 16.3,iPhone iOS 16.3.1
100,,2,2,福建省,宁德市,蕉城区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,,2.0,4.0,3.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 10:13:34,2023-04-14 10:16:33,2分59秒,福建省,福州市,106.122.2.1,Unknown Browser,iPhone iOS 16.1
101,,1,2,山东省,青岛市,市南区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,,3.0,5.0,3.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 10:14:24,2023-04-14 10:17:32,3分8秒,,,39.144.96.87,Chrome 107.0.5304.141,Android Linux 12
102,,2,2,福建省,漳州市,诏安县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,4.0,,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 10:25:24,2023-04-14 10:27:03,1分39秒,福建省,福州市,220.249.162.22,Unknown Browser,iPhone iOS 14.7
103,,1,3,福建省,福州市,仓山区,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,4.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,,4.0,4.0,1.0,,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 10:27:36,2023-04-14 10:31:48,4分12秒,福建省,福州市,220.249.162.5,Chrome 107.0.5304.141,Android Linux 10
104,,2,2,福建省,福州市,仓山区,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,2.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,,2.0,2.0,3.0,,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 10:36:59,2023-04-14 10:40:10,3分11秒,福建省,福州市,218.106.157.126,Chrome 98.0.4758.102,Android Linux 12
105,,2,2,福建省,龙岩市,新罗区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,2.0,2.0,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 10:59:24,2023-04-14 11:01:32,2分8秒,福建省,福州市,117.27.81.153,Chrome 86.0.4240.99,Android Linux 11
106,,1,2,山东省,济宁市,嘉祥县,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,2.0,2.0,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 11:16:12,2023-04-14 11:17:29,1分17秒,,,39.144.201.140,Chrome 107.0.5304.141,Android Linux 12
107,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 11:37:11,2023-04-14 11:38:39,1分28秒,福建省,福州市,183.250.25.244,Unknown Browser,iPhone iOS 16.0
108,,3,2,广西壮族自治区,南宁市,兴宁区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,5.0,5.0,5.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,,4.0,3.0,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 11:41:16,2023-04-14 11:46:10,4分54秒,广西壮族自治区,南宁市,220.200.126.52,Chrome 107.0.5304.141,Android Linux 10
109,,2,1,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 14:20:52,2023-04-14 14:21:50,0分58秒,福建省,厦门市,117.136.75.80,Unknown Browser,iPhone iOS 16.1.1
110,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,,2.0,4.0,3.0,,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 15:40:06,2023-04-14 15:43:22,3分16秒,福建省,,223.104.51.28,Chrome 107.0.5304.141,Android Linux 13
111,,1,2,江苏省,无锡市,锡山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 15:57:05,2023-04-14 15:58:18,1分13秒,江苏省,无锡市,112.21.20.111,Chrome 107.0.5304.141,Android Linux 13
112,,2,2,湖北省,宜昌市,西陵区,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,5.0,5.0,3.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,,3.0,5.0,3.0,,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 15:54:30,2023-04-14 15:59:34,5分4秒,福建省,福州市,112.111.55.38,Chrome 86.0.4240.99,Android Linux 10
113,,2,2,广西壮族自治区,柳州市,城中区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,5.0,5.0,3.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,,2.0,4.0,3.0,,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 16:11:29,2023-04-14 16:16:30,5分1秒,重庆市,重庆市,119.85.22.116,Chrome 107.0.5304.141,Android Linux 10
114,,2,2,江苏省,南京市,鼓楼区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-14 16:45:45,2023-04-14 16:47:08,1分23秒,江苏省,南京市,180.109.188.11,Unknown Browser,iPhone iOS 16.3
115,,1,2,江苏省,苏州市,张家港市,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,4.0,,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 16:54:26,2023-04-14 16:57:10,2分44秒,浙江省,温州市,223.104.162.149,Unknown Browser,iPhone iOS 16.1.1
116,,2,2,河北省,石家庄市,裕华区,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,5.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,,4.0,5.0,1.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 17:02:54,2023-04-14 17:05:05,2分11秒,河北省,唐山市,106.119.53.163,Chrome 107.0.5304.141,Android Linux 11
117,,1,2,江苏省,苏州市,张家港市,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,净水与污水相对分离排放,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,study,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,群众是否排斥，资金是否足以启动，政府或其他扶持,2.0,3.0,5.0,school,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-04-14 17:17:17,2023-04-14 17:22:07,4分50秒,江苏省,扬州市,112.4.211.19,Chrome 98.0.4758.102,Android Linux 12
